NK011766.CDS.3	1433B_HUMAN
GH674755.CDS.1	TVAM2_HUMAN
MC958133.CDS.1	TVAZ1_HUMAN
F27173.CDS.1	TVAZ2_HUMAN
JR968492.CDS.1	TVB13_HUMAN
R96051.CDS.3	TVB14_HUMAN
A97799.CDS.3	TVB16_HUMAN
FK974585.CDS.1	TVB18_HUMAN
RG927160.CDS.1	TVB19_HUMAN
PL675027.CDS.1	TVB27_HUMAN
AS68863860.CDS.1	TVB28_HUMAN
DE04711288.CDS.1	TVB29_HUMAN
GP102095	TVB2_HUMAN
I17392.CDS.1	TVB30_HUMAN
FB078819.CDS.1	TVB31_HUMAN
SB518857.CDS.1	TVB41_HUMAN
KW90065490	TVB42_HUMAN
ZH12991232.CDS.1	TVB43_HUMAN
DY284461.CDS.2	TVB51_HUMAN
TX50567044.CDS.1	TVB54_HUMAN
B45981.CDS.2	TVB55_HUMAN
TE539322.CDS.1	TVB56_HUMAN
DE61186026.CDS.1	TVB58_HUMAN
ZG76190200.CDS.2	TVB61_HUMAN
J00462.CDS.1	TVB62_HUMAN
WJ06667821	TVB63_HUMAN
NJ644254.CDS.2	TVB64_HUMAN
GI930786.CDS.1	TVB65_HUMAN
QJ451024.CDS.1	TVB66_HUMAN
TT56219051.CDS.1	TVB68_HUMAN
QL04775305.CDS.1	TVB69_HUMAN
HJ026477.CDS.2	TVB72_HUMAN
WY86129341.CDS.1	TVB74_HUMAN
NB605138.CDS.1	TVB76_HUMAN
AD10870034.CDS.2	TVB77_HUMAN
EO92936470	TVB78_HUMAN
NS876533.CDS.1	TVB79_HUMAN
MM07844112.CDS.2	TVB9_HUMAN
ER811289.CDS.1	TVBJ1_HUMAN
FD79652515	TVBJ2_HUMAN
PM256209.CDS.1	TVBJ3_HUMAN
TZ867412.CDS.1	TVBK1_HUMAN
CU94777279.CDS.1	TVBK2_HUMAN
BO98071524.CDS.1	TVBK3_HUMAN
A94580.CDS.1	TVBL3_HUMAN
JQ84466456.CDS.2	TVBL4_HUMAN
B06986.CDS.1	TVBL5_HUMAN
AP775777.CDS.3	TVBT1_HUMAN
DX75783258.CDS.1	TVBX1_HUMAN
LY91760606.CDS.1	TVBY1_HUMAN
DE80854664	TWF1_HUMAN
MX52819800.CDS.1	TWF2_HUMAN
I71812.CDS.2	TWSG1_HUMAN
ZQ931323.CDS.1	TWST1_HUMAN
J86204.CDS.1	TWST2_HUMAN
QF369210.CDS.2	TX101_HUMAN
QN80622373.CDS.1	TX13A_HUMAN
PL739051.CDS.1	TX13B_HUMAN
RF43008449.CDS.2	TX13C_HUMAN
LE64834694.CDS.1	TX13D_HUMAN
OD83202233.CDS.1	TX1B3_HUMAN
HI64129377.CDS.2	TX261_HUMAN
MS08926455.CDS.2	TX264_HUMAN
J16189.CDS.3	TXD11_HUMAN
DM633649.CDS.1	TXD12_HUMAN
D93056.CDS.1	TXD15_HUMAN
M93534.CDS.1	TXD16_HUMAN
BS70988124.CDS.1	TXD17_HUMAN
SR03825266.CDS.1	TXIP1_HUMAN
XT66580338.CDS.2	TXK_HUMAN
LK99926546	TXLNA_HUMAN
FW548391.CDS.2	TXLNB_HUMAN
B03972.CDS.1	TXLNG_HUMAN
RJ15210506.CDS.1	TXN4A_HUMAN
EW63034411.CDS.2	TXN4B_HUMAN
BJ249184.CDS.1	TXND2_HUMAN
HB83617420.CDS.3	TXND3_HUMAN
DC556406.CDS.1	TXND5_HUMAN
UF12806026.CDS.3	TXND6_HUMAN
KM448728.CDS.1	TXND8_HUMAN
KS07523536.CDS.1	TXND9_HUMAN
EN99237187.CDS.1	TXNG2_HUMAN
MA771429.CDS.1	TXNIP_HUMAN
K94867.CDS.2	TXNL1_HUMAN
FS57100211.CDS.1	TXTP_HUMAN
TR007354.CDS.1	TY3H_HUMAN
YA91804063.CDS.2	TYB10_HUMAN
XX463736	TYB4Y_HUMAN
J32384.CDS.1	TYB4_HUMAN
Q25923.CDS.1	TYDP1_HUMAN
M10420.CDS.1	TYDP2_HUMAN
LD39210757.CDS.1	TYK2_HUMAN
ZP735417.CDS.3	TYMOS_HUMAN
KJ82699821.CDS.1	TYOBP_HUMAN
KF583944.CDS.2	TYPH_HUMAN
LC57724005.CDS.1	TYRO3_HUMAN
AT778546.CDS.2	TYRO_HUMAN
T95478.CDS.1	TYRP1_HUMAN
JQ616344.CDS.1	TYRP2_HUMAN
ND265047.CDS.1	TYSD1_HUMAN
IJ738831.CDS.1	TYSY_HUMAN
QP706297.CDS.1	TYW1B_HUMAN
FC06443912.CDS.1	TYW1_HUMAN
TG060783.CDS.1	TYW2_HUMAN
J63107.CDS.1	TYW3_HUMAN
H81188.CDS.1	TYW4_HUMAN
XQ92892248	TYW5_HUMAN
WQ46415603.CDS.1	TYY1_HUMAN
W93641.CDS.1	TYY2_HUMAN
A62812.CDS.1	TZAP_HUMAN
BF059213.CDS.1	U119A_HUMAN
L19475.CDS.1	U119B_HUMAN
PX673445.CDS.1	U17L1_HUMAN
IL126062.CDS.3	U17L2_HUMAN
DE188894.CDS.1	U17L3_HUMAN
BZ423226.CDS.1	U17L4_HUMAN
LG947249.CDS.1	U17L5_HUMAN
NM79297120.CDS.1	U17L6_HUMAN
HE12676068.CDS.1	U17L7_HUMAN
HB316124.CDS.2	U17L8_HUMAN
RD83774239.CDS.1	U17LA_HUMAN
IB348122.CDS.1	U17LB_HUMAN
ZO87295562.CDS.1	U17LD_HUMAN
DB23240183.CDS.2	U17LF_HUMAN
IN23697898.CDS.1	U17LH_HUMAN
KY11231796.CDS.1	U17LI_HUMAN
UB797885.CDS.1	U17LJ_HUMAN
UA52718336.CDS.1	U17LK_HUMAN
OB72055893.CDS.1	U17LL_HUMAN
B45637.CDS.1	U17LM_HUMAN
QC515487.CDS.2	U17LN_HUMAN
EX860837.CDS.2	U17LO_HUMAN
YK73844355.CDS.3	U1SBP_HUMAN
PE767660.CDS.1	U2AF1_HUMAN
QP26640193.CDS.2	U2AF2_HUMAN
WD086595.CDS.1	U2AF4_HUMAN
NM54759624.CDS.1	U2AF5_HUMAN
GZ826405.CDS.1	U2AFL_HUMAN
AP38303121.CDS.2	U2AFM_HUMAN
PB04652628	U2D2L_HUMAN
WR105163.CDS.1	U2Q2L_HUMAN
KH21530500.CDS.1	U2QL1_HUMAN
OI873207.CDS.1	U3IP2_HUMAN
JW908743.CDS.1	U520_HUMAN
R01948.CDS.1	U5S1_HUMAN
ZX18161408.CDS.1	U633A_HUMAN
PJ40772436.CDS.2	U633B_HUMAN
AG47511079.CDS.2	U633C_HUMAN
EQ35857934.CDS.1	U730_HUMAN
SU89113143.CDS.1	UACA_HUMAN
Q71973.CDS.1	UAP1L_HUMAN
TP581952.CDS.2	UAP1_HUMAN
KF091354.CDS.1	UB2D1_HUMAN
SZ03785835.CDS.1	UB2D2_HUMAN
MP07232658.CDS.2	UB2D3_HUMAN
FS67839290.CDS.1	UB2D4_HUMAN
RW167759.CDS.1	UB2E1_HUMAN
SI579223.CDS.1	UB2E2_HUMAN
WD434096.CDS.1	UB2E3_HUMAN
DH53019038.CDS.1	UB2G1_HUMAN
K71880.CDS.1	UB2G2_HUMAN
DU979876.CDS.1	UB2J1_HUMAN
NB81773550.CDS.1	UB2J2_HUMAN
YR05723897.CDS.1	UB2L3_HUMAN
K48852.CDS.3	UB2L5_HUMAN
BM91779977.CDS.2	UB2L6_HUMAN
RQ36315511.CDS.2	UB2Q1_HUMAN
ZT01444690.CDS.1	UB2Q2_HUMAN
AW68037277.CDS.1	UB2R1_HUMAN
PT56894394.CDS.1	UB2R2_HUMAN
BK374038.CDS.2	UB2V1_HUMAN
BX64626531.CDS.1	UB2V2_HUMAN
GE82585334.CDS.3	UBA1L_HUMAN
AE873408.CDS.2	UBA1_HUMAN
RC73665048.CDS.3	UBA3_HUMAN
HS670572.CDS.1	UBA5_HUMAN
ZI08285908.CDS.1	UBA6_HUMAN
AO692779.CDS.2	UBA7_HUMAN
I73736.CDS.1	UBAC1_HUMAN
AJ29848441	UBAC2_HUMAN
C86620.CDS.1	UBAD1_HUMAN
OC23492349.CDS.1	UBAD2_HUMAN
BG75712586.CDS.1	UBAP1_HUMAN
QL21409619.CDS.2	UBAP2_HUMAN
RL859302.CDS.2	UBB_HUMAN
B49910.CDS.2	UBC12_HUMAN
X46837.CDS.2	UBC9_HUMAN
LM33030768.CDS.3	UBCP1_HUMAN
ZD52213974.CDS.1	UBC_HUMAN
LI63285115.CDS.1	UBD_HUMAN
ZQ640518.CDS.2	UBE2A_HUMAN
ZW305100.CDS.1	UBE2B_HUMAN
S94836.CDS.1	UBE2C_HUMAN
G22055.CDS.2	UBE2F_HUMAN
LC174981.CDS.1	UBE2H_HUMAN
AK43386684.CDS.1	UBE2K_HUMAN
KU62040532.CDS.1	UBE2N_HUMAN
DT514023.CDS.1	UBE2O_HUMAN
JH965413.CDS.1	UBE2S_HUMAN
YR04740845	UBE2T_HUMAN
OA87200253.CDS.1	UBE2U_HUMAN
LN68764717	UBE2W_HUMAN
RE785659.CDS.1	UBE2Z_HUMAN
XB80138560.CDS.1	UBE3A_HUMAN
YI66745092.CDS.1	UBE3B_HUMAN
SZ65231657.CDS.1	UBE3C_HUMAN
B82223.CDS.1	UBE3D_HUMAN
YB98007585	UBE4A_HUMAN
UN27946960.CDS.1	UBE4B_HUMAN
QH657536.CDS.1	UBF1_HUMAN
O28823.CDS.1	UBFD1_HUMAN
YB26204457.CDS.3	UBFL1_HUMAN
X35394.CDS.1	UBFL6_HUMAN
SR269617.CDS.3	UBIA1_HUMAN
Y26962.CDS.1	UBIML_HUMAN
XR474264.CDS.1	UBIM_HUMAN
IP36441873.CDS.1	UBIP1_HUMAN
A30548.CDS.1	UBL3_HUMAN
RX411276.CDS.1	UBL4A_HUMAN
M20839	UBL4B_HUMAN
EG36302840.CDS.1	UBL5_HUMAN
N34171.CDS.1	UBL7_HUMAN
O10090.CDS.1	UBN1_HUMAN
PJ508651.CDS.1	UBN2_HUMAN
E61498.CDS.1	UBP10_HUMAN
J18156.CDS.1	UBP11_HUMAN
L19351.CDS.1	UBP12_HUMAN
MZ263909.CDS.2	UBP13_HUMAN
LP54357886.CDS.2	UBP14_HUMAN
DU61609230.CDS.1	UBP15_HUMAN
CW54155538.CDS.1	UBP16_HUMAN
B27072.CDS.2	UBP18_HUMAN
F75107.CDS.1	UBP19_HUMAN
KM96681585.CDS.1	UBP1_HUMAN
CF725688.CDS.1	UBP20_HUMAN
L37391.CDS.1	UBP21_HUMAN
OJ16640323.CDS.2	UBP22_HUMAN
NG07785294.CDS.1	UBP24_HUMAN
KU94520021.CDS.2	UBP25_HUMAN
PE810496.CDS.3	UBP26_HUMAN
WL347289.CDS.2	UBP27_HUMAN
RE848397.CDS.3	UBP28_HUMAN
WI549559.CDS.1	UBP29_HUMAN
IF525592.CDS.2	UBP2L_HUMAN
DB47881977.CDS.2	UBP2_HUMAN
PT847052.CDS.1	UBP30_HUMAN
OB50200003	UBP31_HUMAN
L45417.CDS.3	UBP32_HUMAN
TX46284595.CDS.3	UBP33_HUMAN
M12737.CDS.1	UBP34_HUMAN
GM52943620.CDS.1	UBP35_HUMAN
FT29073903.CDS.1	UBP36_HUMAN
BH283660.CDS.3	UBP37_HUMAN
ZF59786910.CDS.1	UBP38_HUMAN
OA86311750	UBP3_HUMAN
SB72356355	UBP40_HUMAN
O12445.CDS.1	UBP41_HUMAN
UW36360570.CDS.1	UBP42_HUMAN
MI417594.CDS.1	UBP43_HUMAN
NY512581	UBP44_HUMAN
RE00962105.CDS.1	UBP45_HUMAN
ZP56026938	UBP46_HUMAN
ST030227.CDS.1	UBP47_HUMAN
GD61002826.CDS.1	UBP48_HUMAN
KQ400668.CDS.2	UBP49_HUMAN
E17527	UBP4_HUMAN
R81808.CDS.1	UBP50_HUMAN
QE618298.CDS.2	UBP51_HUMAN
GF396604.CDS.1	UBP53_HUMAN
UK515329.CDS.2	UBP54_HUMAN
EU28254991.CDS.1	UBP5_HUMAN
GT273498	UBP6_HUMAN
GI651229.CDS.2	UBP7_HUMAN
I03618.CDS.1	UBP8_HUMAN
TG34550891.CDS.1	UBQL1_HUMAN
NL116430.CDS.2	UBQL2_HUMAN
LT078316.CDS.1	UBQL3_HUMAN
T20608.CDS.1	UBQL4_HUMAN
SN757654.CDS.3	UBQLN_HUMAN
B98629.CDS.1	UBR1_HUMAN
NJ29684714	UBR2_HUMAN
RL45477894.CDS.1	UBR3_HUMAN
ZG44017082.CDS.3	UBR4_HUMAN
KI61264803.CDS.1	UBR5_HUMAN
JF947467.CDS.1	UBR7_HUMAN
SB321357.CDS.1	UBS3A_HUMAN
U68793.CDS.3	UBS3B_HUMAN
SY59695193.CDS.1	UBTD1_HUMAN
EK895270.CDS.1	UBTD2_HUMAN
SW569939.CDS.1	UBX10_HUMAN
BE699153	UBX11_HUMAN
MK041197.CDS.3	UBX2A_HUMAN
BF39883673	UBX2B_HUMAN
EQ88813342.CDS.2	UBXN1_HUMAN
FE057851.CDS.1	UBXN4_HUMAN
C83161	UBXN6_HUMAN
SM05644499.CDS.1	UBXN7_HUMAN
WN999937.CDS.2	UBXN8_HUMAN
MT897584.CDS.1	UCHL1_HUMAN
EM36706446.CDS.2	UCHL3_HUMAN
OF41717403.CDS.1	UCHL5_HUMAN
BF14411428.CDS.1	UCK1_HUMAN
GC56946780.CDS.1	UCK2_HUMAN
YI279698.CDS.1	UCKL1_HUMAN
ES144649.CDS.1	UCMA_HUMAN
RA22074409.CDS.2	UCN1_HUMAN
WL023511.CDS.1	UCN2_HUMAN
QK09483561.CDS.2	UCN3_HUMAN
TK948528.CDS.1	UCP1_HUMAN
OE317057.CDS.1	UCP2_HUMAN
WY636715.CDS.1	UCP3_HUMAN
NO81483104.CDS.2	UCP4_HUMAN
C28498.CDS.1	UCP5_HUMAN
U82367.CDS.1	UCRIL_HUMAN
IS840051.CDS.1	UCRI_HUMAN
ML57678010.CDS.1	UD110_HUMAN
ZB97665140.CDS.1	UD11_HUMAN
SK281632.CDS.2	UD13_HUMAN
MK16639541.CDS.1	UD14_HUMAN
XH695111.CDS.1	UD15_HUMAN
UD08070182.CDS.1	UD16_HUMAN
GL237334.CDS.1	UD17_HUMAN
XW36093295.CDS.1	UD18_HUMAN
Q33598.CDS.1	UD19_HUMAN
S52731.CDS.1	UD2A1_HUMAN
ML80455907.CDS.1	UD2A3_HUMAN
EC528073.CDS.1	UD2B4_HUMAN
SJ566453.CDS.2	UD2B7_HUMAN
WH120073.CDS.3	UD3A1_HUMAN
CP76771905.CDS.1	UD3A2_HUMAN
BH343783.CDS.1	UDB10_HUMAN
MS297547	UDB11_HUMAN
DR26141234.CDS.3	UDB15_HUMAN
TN80243239.CDS.2	UDB17_HUMAN
SU664778.CDS.1	UDB28_HUMAN
QX16584496.CDS.1	UE2NL_HUMAN
AK108497.CDS.1	UEVLD_HUMAN
BS142924.CDS.1	UFC1_HUMAN
NY648603.CDS.1	UFD1_HUMAN
WL187857.CDS.1	UFL1_HUMAN
HQ220705.CDS.2	UFM1_HUMAN
TN43165121	UFO_HUMAN
WS514343.CDS.1	UFSP1_HUMAN
N27060	UFSP2_HUMAN
C00660.CDS.3	UGDH_HUMAN
GU409404.CDS.3	UGGG1_HUMAN
FQ558424.CDS.1	UGGG2_HUMAN
DY167990.CDS.2	UGPA_HUMAN
NL888991.CDS.1	UH1BL_HUMAN
UT69560702.CDS.2	UHMK1_HUMAN
DM020920.CDS.1	UHRF1_HUMAN
DX30276458.CDS.1	UHRF2_HUMAN
BS683459.CDS.1	UIF_HUMAN
HM963154.CDS.3	UIMC1_HUMAN
RZ996225.CDS.1	UL17C_HUMAN
LP848684.CDS.1	ULA1_HUMAN
QD181785.CDS.3	ULBP1_HUMAN
IH481288.CDS.2	ULBP2_HUMAN
KZ054395.CDS.1	ULBP3_HUMAN
K59604.CDS.1	ULBP5_HUMAN
JF821884.CDS.1	ULBP6_HUMAN
XY39042225.CDS.3	ULK1_HUMAN
GJ946988.CDS.1	ULK2_HUMAN
KO264150.CDS.1	ULK3_HUMAN
OP06795164.CDS.1	ULK4_HUMAN
BF34764732.CDS.2	UMAD1_HUMAN
AX763865.CDS.1	UMAS1_HUMAN
LJ87798944.CDS.1	UMPS_HUMAN
JK969451	UN13A_HUMAN
ZD899483	UN13B_HUMAN
HT412859.CDS.2	UN13C_HUMAN
OI99348373.CDS.2	UN13D_HUMAN
SK444412.CDS.3	UN45A_HUMAN
TP30138835.CDS.1	UN45B_HUMAN
HB32938486.CDS.1	UN5CL_HUMAN
HM348846.CDS.1	UN93A_HUMAN
ZA382898.CDS.1	UN93B_HUMAN
H01410.CDS.1	UNC4_HUMAN
TA25518970	UNC50_HUMAN
UK462637.CDS.1	UNC5A_HUMAN
SQ36383480.CDS.1	UNC5B_HUMAN
FQ384364.CDS.1	UNC5C_HUMAN
QZ377978.CDS.1	UNC5D_HUMAN
E66579	UNC79_HUMAN
FO148980.CDS.1	UNC80_HUMAN
XJ82148147.CDS.1	UNG_HUMAN
KQ50076316	UNKL_HUMAN
IO40622232.CDS.1	UNK_HUMAN
BJ90296284.CDS.1	UPAR_HUMAN
SZ37763774.CDS.1	UPK1A_HUMAN
RD28837164	UPK1B_HUMAN
IU954954	UPK2_HUMAN
RL07736555.CDS.1	UPK3A_HUMAN
RB44029195.CDS.1	UPK3B_HUMAN
P12640.CDS.1	UPK3L_HUMAN
R39791.CDS.1	UPKL2_HUMAN
QR82880615	UPP1_HUMAN
R87404.CDS.1	UPP2_HUMAN
L65533.CDS.2	UPP_HUMAN
X19210.CDS.2	UQCC1_HUMAN
CC80131702.CDS.1	UQCC2_HUMAN
GA20616302.CDS.1	UQCC3_HUMAN
MF62537611.CDS.1	UR2R_HUMAN
QI80485507.CDS.1	URAD_HUMAN
EZ104187.CDS.3	URAS1_HUMAN
YY237915.CDS.2	URB2_HUMAN
QO10314740.CDS.2	URFB1_HUMAN
DI022947.CDS.1	URGCP_HUMAN
JT105339.CDS.1	URM1_HUMAN
RJ52418599.CDS.1	UROK_HUMAN
EZ029709.CDS.1	UROL1_HUMAN
TH37066445.CDS.1	UROM_HUMAN
UA390278.CDS.2	URP2_HUMAN
CN986499.CDS.2	US6NL_HUMAN
YK51700820.CDS.1	USB1_HUMAN
JD83643662.CDS.1	USBP1_HUMAN
N17436.CDS.1	USE1_HUMAN
SK938428.CDS.3	USF1_HUMAN
UX76657234	USF2_HUMAN
LA60881497.CDS.1	USF3_HUMAN
P94840.CDS.1	USH1C_HUMAN
WM131574.CDS.1	USH1G_HUMAN
DA10226370.CDS.2	USH2A_HUMAN
PG29313872	USO1_HUMAN
Z50740.CDS.1	USP9X_HUMAN
ML639121.CDS.1	USP9Y_HUMAN
JA986929.CDS.1	USPL1_HUMAN
CI411042.CDS.2	UST_HUMAN
P12424.CDS.1	UT14A_HUMAN
IW859808.CDS.1	UT14C_HUMAN
RI114012.CDS.1	UT1_HUMAN
XO46712030.CDS.1	UT2_HUMAN
NT54974877.CDS.1	UTER_HUMAN
EG816751.CDS.1	UTF1_HUMAN
KW92375099.CDS.1	UTP11_HUMAN
QF611593.CDS.1	UTP15_HUMAN
K79881.CDS.1	UTP18_HUMAN
XA318674.CDS.1	UTP20_HUMAN
QR264215.CDS.1	UTP23_HUMAN
IF066373.CDS.1	UTP4_HUMAN
SP410493.CDS.2	UTP6_HUMAN
N01158	UTRO_HUMAN
HI451039.CDS.1	UTS2B_HUMAN
BE074236.CDS.2	UTS2_HUMAN
H66268.CDS.1	UTY_HUMAN
FE09482778.CDS.1	UVRAG_HUMAN
MN13330543.CDS.1	UVSSA_HUMAN
AM925945.CDS.1	UXS1_HUMAN
QC304624	UXT_HUMAN
TY26331562.CDS.3	V1AR_HUMAN
JO356052.CDS.1	V1BR_HUMAN
ZT00508326.CDS.1	V2R_HUMAN
JK54700333.CDS.1	VA0D1_HUMAN
FP23314666	VA0D2_HUMAN
BD63802905.CDS.1	VA0E1_HUMAN
S04055	VA0E2_HUMAN
OG157141.CDS.1	VAC14_HUMAN
XP143584.CDS.2	VACHT_HUMAN
X22046.CDS.1	VAFNB_HUMAN
YG865170.CDS.1	VAMP1_HUMAN
EU58630750.CDS.1	VAMP2_HUMAN
D24350.CDS.1	VAMP3_HUMAN
ZI92035636.CDS.1	VAMP4_HUMAN
YW83783129.CDS.1	VAMP5_HUMAN
PS76019853.CDS.1	VAMP7_HUMAN
LR55211466.CDS.2	VAMP8_HUMAN
W63510.CDS.1	VANG1_HUMAN
HE421197.CDS.1	VANG2_HUMAN
F46362.CDS.1	VAPA_HUMAN
ML31227810	VAPB_HUMAN
OX009919.CDS.2	VAS1L_HUMAN
OE72877046	VAS1_HUMAN
XU28700047	VASH1_HUMAN
OD169954.CDS.2	VASH2_HUMAN
MJ817994.CDS.2	VASN_HUMAN
S76815.CDS.1	VASP_HUMAN
CG92172475.CDS.1	VAT1L_HUMAN
CY177072.CDS.2	VAT1_HUMAN
LZ282709.CDS.1	VATA_HUMAN
FB080412.CDS.2	VATB1_HUMAN
U22796.CDS.1	VATB2_HUMAN
IQ010996.CDS.1	VATC1_HUMAN
U97087	VATC2_HUMAN
LZ388503.CDS.1	VATD_HUMAN
TH12502992.CDS.1	VATE1_HUMAN
IK00268446	VATE2_HUMAN
AU29164664	VATF_HUMAN
MK840143.CDS.1	VATG1_HUMAN
BT83842335.CDS.1	VATG2_HUMAN
M44444.CDS.1	VATG3_HUMAN
RA39458284	VATH_HUMAN
LT685471.CDS.1	VATL_HUMAN
N13599.CDS.1	VATO_HUMAN
QR070645.CDS.1	VAV2_HUMAN
ZW65085931	VAV3_HUMAN
K23186.CDS.1	VAV_HUMAN
O99568.CDS.1	VAX1_HUMAN
AA028956	VAX2_HUMAN
SE31612024	VBPC1_HUMAN
BN295374.CDS.1	VCAM1_HUMAN
K86591.CDS.1	VCIP1_HUMAN
TA536953.CDS.1	VCX1_HUMAN
DH066098	VCX2_HUMAN
OW18781327.CDS.1	VCX3B_HUMAN
LY137329	VCX3_HUMAN
C41128.CDS.2	VCY1_HUMAN
ZO91957181	VCY2_HUMAN
SG16391558.CDS.2	VDAC1_HUMAN
O10897.CDS.1	VDAC2_HUMAN
XL263953.CDS.1	VDAC3_HUMAN
Y53621.CDS.2	VDR_HUMAN
W41481.CDS.3	VEGFA_HUMAN
A43305.CDS.2	VEGFB_HUMAN
W36374.CDS.1	VEGFC_HUMAN
S10601.CDS.2	VEGFD_HUMAN
P42888.CDS.2	VENTX_HUMAN
KO630713.CDS.2	VEXIN_HUMAN
L38324.CDS.1	VEZA_HUMAN
EQ566346.CDS.1	VEZF1_HUMAN
MG080646.CDS.1	VGFR1_HUMAN
H77808.CDS.1	VGFR2_HUMAN
W21396.CDS.1	VGFR3_HUMAN
KW37386251	VGF_HUMAN
BN042629	VGLL1_HUMAN
D69863	VGLL2_HUMAN
WT113906	VGLL3_HUMAN
MW607087.CDS.1	VGLL4_HUMAN
XG70841520.CDS.1	VGLU1_HUMAN
HN97405400.CDS.1	VGLU2_HUMAN
GS499335.CDS.2	VGLU3_HUMAN
J74305.CDS.1	VHLL_HUMAN
TJ386299.CDS.1	VHL_HUMAN
RI71749723.CDS.1	VIAAT_HUMAN
OR021693.CDS.1	VIGLN_HUMAN
EY934582.CDS.1	VILI_HUMAN
PO67910278.CDS.2	VILL_HUMAN
BT681032.CDS.1	VIME_HUMAN
RO372065.CDS.1	VINC_HUMAN
FO63473444	VINEX_HUMAN
BU253338.CDS.1	VIP1_HUMAN
T55335.CDS.1	VIP2_HUMAN
EP781892.CDS.1	VIPR1_HUMAN
AY70637566.CDS.3	VIPR2_HUMAN
KR170019.CDS.1	VIP_HUMAN
DI307692.CDS.1	VIR_HUMAN
Q94746.CDS.2	VISL1_HUMAN
JT07035355.CDS.3	VISTA_HUMAN
JI356996.CDS.3	VITRN_HUMAN
RS92556182.CDS.2	VKGC_HUMAN
GS159964.CDS.1	VKOR1_HUMAN
DM792132.CDS.3	VKORL_HUMAN
E67157.CDS.1	VLDLR_HUMAN
JO01989241.CDS.1	VMA21_HUMAN
T93412.CDS.2	VMA5A_HUMAN
PC063207.CDS.1	VMAC_HUMAN
DS38196544.CDS.1	VMAT1_HUMAN
WH822908	VMAT2_HUMAN
PY072593.CDS.1	VMO1_HUMAN
NE841153.CDS.3	VMP1_HUMAN
M48138.CDS.2	VN1R1_HUMAN
UN733225.CDS.1	VN1R2_HUMAN
OW994078.CDS.3	VN1R3_HUMAN
EF903973.CDS.1	VN1R4_HUMAN
TB286505.CDS.1	VN1R5_HUMAN
OO409993.CDS.1	VNN1_HUMAN
Q40238.CDS.1	VNN2_HUMAN
NM95341060.CDS.1	VNN3_HUMAN
TP78776563.CDS.1	VNRL4_HUMAN
FK825890.CDS.1	VOPP1_HUMAN
IC96603213.CDS.1	VP113_HUMAN
SQ55776535.CDS.1	VP13A_HUMAN
LQ52465621.CDS.1	VP13B_HUMAN
CD491484	VP13C_HUMAN
PY606090.CDS.2	VP13D_HUMAN
Y73001.CDS.1	VP26A_HUMAN
UR44056712.CDS.3	VP26B_HUMAN
CR625838.CDS.1	VP26C_HUMAN
QZ70247526.CDS.1	VP33A_HUMAN
TF50578780.CDS.3	VP33B_HUMAN
AB725369.CDS.1	VP35L_HUMAN
LQ257332.CDS.3	VP37A_HUMAN
IG355380.CDS.1	VP37B_HUMAN
NY29881681.CDS.1	VP37C_HUMAN
H01778.CDS.1	VP37D_HUMAN
Y36199.CDS.3	VP9D1_HUMAN
S01499.CDS.1	VPK04_HUMAN
FJ04223042.CDS.1	VPK10_HUMAN
U22501.CDS.2	VPK18_HUMAN
AB760775.CDS.2	VPK19_HUMAN
OX07208940.CDS.1	VPK21_HUMAN
PO55190213.CDS.1	VPK24_HUMAN
EE43228344.CDS.1	VPK25_HUMAN
T32760	VPK6_HUMAN
J73489.CDS.1	VPK7_HUMAN
EH81069429.CDS.1	VPK8_HUMAN
GY568702.CDS.2	VPK9_HUMAN
CF91691803.CDS.1	VPP1_HUMAN
P95552.CDS.1	VPP2_HUMAN
X94107.CDS.1	VPP3_HUMAN
Z26534	VPP4_HUMAN
EL477694.CDS.1	VPRE3_HUMAN
PN319373.CDS.2	VPREB_HUMAN
RL42822764.CDS.1	VPS11_HUMAN
GP087123.CDS.1	VPS16_HUMAN
XF91930512.CDS.2	VPS18_HUMAN
L63276.CDS.2	VPS25_HUMAN
KP734092.CDS.2	VPS28_HUMAN
H38672.CDS.1	VPS29_HUMAN
QI636591.CDS.2	VPS35_HUMAN
XA55558573.CDS.1	VPS36_HUMAN
UC69649680.CDS.1	VPS39_HUMAN
WK146356.CDS.1	VPS41_HUMAN
RE530018.CDS.1	VPS45_HUMAN
TR574720.CDS.1	VPS4A_HUMAN
HO270141.CDS.1	VPS4B_HUMAN
ZQ83010807.CDS.2	VPS50_HUMAN
K87814.CDS.1	VPS51_HUMAN
Y49403.CDS.2	VPS52_HUMAN
CX216813.CDS.3	VPS53_HUMAN
AX341705.CDS.3	VPS54_HUMAN
ZY673238	VPS72_HUMAN
M19024.CDS.1	VPS8_HUMAN
MW058709.CDS.1	VRK1_HUMAN
FA312942.CDS.2	VRK2_HUMAN
DG37831931	VRK3_HUMAN
DX68995212.CDS.1	VRTN_HUMAN
OA52601682.CDS.2	VS10L_HUMAN
CI07310042.CDS.1	VSI10_HUMAN
T21913.CDS.1	VSIG1_HUMAN
X12707.CDS.2	VSIG2_HUMAN
W29519.CDS.2	VSIG4_HUMAN
PY750681.CDS.1	VSIG8_HUMAN
BX729061.CDS.1	VSTM1_HUMAN
G54539.CDS.2	VSTM4_HUMAN
XF67073033.CDS.3	VSTM5_HUMAN
WD322983.CDS.1	VSX1_HUMAN
K18930.CDS.1	VSX2_HUMAN
